time_s,cmd_motor_torque_nm,cmd_output_torque_nm,test_vel_motor_rpm,test_vel_output_rpm,test_torque_motor_nm,test_torque_output_nm,loadcell_torque_nm,test_voltage_v,test_q_A,motor_position_rev,motor_position_deg,output_position_deg,phase
7.767,2.6429,37.0000,0.68,0.05,2.6426,36.9969,44.5932,47.11,43.6785,0.206726,74.4214,5.3158,hold
7.775,2.6429,37.0000,-0.68,-0.05,2.6428,36.9991,44.5932,47.13,43.6813,0.206665,74.3994,5.3142,hold
7.788,2.6429,37.0000,0.56,0.04,2.6483,37.0756,44.5932,47.11,43.7716,0.206787,74.4434,5.3174,hold
7.800,2.6429,37.0000,-0.01,-0.00,2.6436,37.0108,44.5932,47.13,43.6950,0.206726,74.4214,5.3158,hold
7.813,2.6429,37.0000,-0.01,-0.00,2.6436,37.0108,44.5932,47.13,43.6950,0.206726,74.4214,5.3158,hold
7.825,2.6429,37.0000,-0.16,-0.01,2.6418,36.9855,44.5932,47.11,43.6652,0.206726,74.4214,5.3158,hold
7.838,2.6429,37.0000,-0.71,-0.05,2.6426,36.9969,44.5932,47.13,43.6786,0.206665,74.3994,5.3142,hold
7.850,2.6429,37.0000,-0.28,-0.02,2.6442,37.0184,44.5932,47.13,43.7040,0.206726,74.4214,5.3158,hold
7.865,2.6429,37.0000,-0.14,-0.01,2.6404,36.9653,44.5737,47.13,43.6413,0.206726,74.4214,5.3158,hold
7.875,2.6429,37.0000,-0.14,-0.01,2.6404,36.9653,44.5737,47.13,43.6413,0.206726,74.4214,5.3158,hold
7.888,2.6429,37.0000,0.56,0.04,2.6423,36.9915,44.5737,47.11,43.6723,0.206787,74.4434,5.3174,hold
7.900,2.6429,37.0000,-0.59,-0.04,2.6378,36.9297,44.5737,47.11,43.5993,0.206726,74.4214,5.3158,hold
7.913,2.6429,37.0000,0.82,0.06,2.6510,37.1138,44.5737,47.11,43.8166,0.206787,74.4434,5.3174,hold
7.926,2.6429,37.0000,0.82,0.06,2.6510,37.1138,44.5737,47.11,43.8166,0.206787,74.4434,5.3174,hold
7.938,2.6429,37.0000,-0.01,-0.00,2.6387,36.9423,44.5737,47.13,43.6141,0.206787,74.4434,5.3174,hold
7.951,2.6429,37.0000,-0.34,-0.02,2.6416,36.9830,44.5564,47.11,43.6622,0.206726,74.4214,5.3158,hold
7.963,2.6429,37.0000,0.58,0.04,2.6395,36.9536,44.5564,47.13,43.6275,0.206787,74.4434,5.3174,hold
7.975,2.6429,37.0000,0.58,0.04,2.6395,36.9536,44.5564,47.13,43.6275,0.206787,74.4434,5.3174,hold
7.988,2.6429,37.0000,-0.07,-0.01,2.6326,36.8557,44.5564,47.13,43.5119,0.206726,74.4214,5.3158,hold
8.000,2.6429,37.0000,-0.47,-0.03,2.6295,36.8129,44.5564,47.13,43.5092,0.206726,74.4214,5.3158,hold
8.013,2.6429,37.0000,-0.51,-0.04,2.6498,37.0970,44.5564,47.09,43.7968,0.206726,74.4214,5.3158,hold
8.025,2.6429,37.0000,-0.83,-0.06,2.6382,36.9346,44.5564,47.11,43.6050,0.206726,74.4214,5.3158,hold
8.041,2.6429,37.0000,-0.83,-0.06,2.6382,36.9346,44.5382,47.11,43.6050,0.206726,74.4214,5.3158,hold
8.050,2.6429,37.0000,0.41,0.03,2.6475,37.0645,44.5382,47.09,43.7584,0.206787,74.4434,5.3174,hold
8.063,2.6429,37.0000,0.66,0.05,2.6465,37.0505,44.5382,47.09,43.7418,0.206848,74.4653,5.3190,hold
8.075,2.6429,37.0000,-0.72,-0.05,2.6322,36.8510,44.5382,47.15,43.5063,0.206726,74.4214,5.3158,hold
8.089,2.6429,37.0000,0.56,0.04,2.6541,37.1576,44.5382,47.09,43.8684,0.206848,74.4653,5.3190,hold
8.100,2.6429,37.0000,0.56,0.04,2.6541,37.1576,44.5382,47.09,43.8684,0.206848,74.4653,5.3190,hold
8.113,2.6429,37.0000,-0.14,-0.01,2.6479,37.0701,44.5382,47.13,43.7651,0.206787,74.4434,5.3174,hold
8.125,2.6429,37.0000,0.35,0.03,2.6420,36.9885,44.5382,47.11,43.6687,0.206787,74.4434,5.3174,hold
8.139,2.6429,37.0000,-0.16,-0.01,2.6450,37.0294,44.5204,47.13,43.7169,0.206787,74.4434,5.3174,hold
8.150,2.6429,37.0000,-0.16,-0.01,2.6450,37.0294,44.5204,47.13,43.7169,0.206787,74.4434,5.3174,hold
8.163,2.6429,37.0000,0.39,0.03,2.6393,36.9505,44.5204,47.13,43.6239,0.206848,74.4653,5.3190,hold
8.175,2.6429,37.0000,0.36,0.03,2.6433,37.0066,44.5204,47.13,43.6900,0.206848,74.4653,5.3190,hold
8.188,2.6429,37.0000,-0.42,-0.03,2.6417,36.9831,44.5204,47.11,43.6623,0.206726,74.4214,5.3158,hold
8.200,2.6429,37.0000,-0.42,-0.03,2.6417,36.9831,44.5204,47.11,43.6623,0.206726,74.4214,5.3158,hold
8.213,2.6429,37.0000,-0.12,-0.01,2.6423,36.9915,44.5204,47.11,43.6722,0.206787,74.4434,5.3174,hold
8.226,2.6429,37.0000,0.16,0.01,2.6485,37.0790,44.5001,47.13,43.7755,0.206787,74.4434,5.3174,hold
8.238,2.6429,37.0000,-0.01,-0.00,2.6512,37.1168,44.5001,47.13,43.8202,0.206848,74.4653,5.3190,hold
8.251,2.6429,37.0000,0.27,0.02,2.6398,36.9566,44.5001,47.13,43.6310,0.206848,74.4653,5.3190,hold
8.263,2.6429,37.0000,0.27,0.02,2.6398,36.9566,44.5001,47.13,43.6310,0.206848,74.4653,5.3190,hold
8.275,2.6429,37.0000,0.24,0.02,2.6402,36.9626,44.5001,47.11,43.6381,0.206848,74.4653,5.3190,hold
8.288,2.6429,37.0000,-0.11,-0.01,2.6389,36.9447,44.5001,47.11,43.6170,0.206787,74.4434,5.3174,hold
8.300,2.6429,37.0000,-0.30,-0.02,2.6429,37.0004,44.5001,47.13,43.6827,0.206848,74.4653,5.3190,hold
8.313,2.6429,37.0000,-0.30,-0.02,2.6429,37.0004,44.5001,47.13,43.6827,0.206848,74.4653,5.3190,hold
8.326,2.6429,37.0000,0.29,0.02,2.6460,37.0444,44.4821,47.07,43.7346,0.206848,74.4653,5.3190,hold
8.338,2.6429,37.0000,0.01,0.00,2.6465,37.0505,44.4821,47.13,43.7418,0.206848,74.4653,5.3190,hold
8.350,2.6429,37.0000,0.32,0.02,2.6370,36.9185,44.4821,47.07,43.5860,0.206848,74.4653,5.3190,hold
8.364,2.6429,37.0000,0.32,0.02,2.6370,36.9185,44.4821,47.07,43.5860,0.206848,74.4653,5.3190,hold
8.375,2.6429,37.0000,0.93,0.07,2.6504,37.1051,44.4821,47.11,43.8064,0.206909,74.4873,5.3205,hold
8.388,2.6429,37.0000,0.01,0.00,2.6463,37.0475,44.4821,47.13,43.7384,0.206848,74.4653,5.3190,hold
8.400,2.6429,37.0000,0.52,0.04,2.6523,37.1326,44.4821,47.13,43.8388,0.206848,74.4653,5.3190,hold
8.415,2.6429,37.0000,0.52,0.04,2.6433,37.0063,44.4640,47.13,43.6897,0.206848,74.4653,5.3190,hold
8.425,2.6429,37.0000,0.52,0.04,2.6433,37.0063,44.4640,47.13,43.6897,0.206848,74.4653,5.3190,hold
8.438,2.6429,37.0000,0.16,0.01,2.6406,36.9689,44.4640,47.13,43.6455,0.206848,74.4653,5.3190,hold
8.450,2.6429,37.0000,0.03,0.00,2.6494,37.0917,44.4640,47.09,43.7905,0.206848,74.4653,5.3190,hold
8.463,2.6429,37.0000,-0.10,-0.01,2.6406,36.9689,44.4640,47.09,43.6456,0.206848,74.4653,5.3190,hold
8.477,2.6429,37.0000,-0.10,-0.01,2.6406,36.9689,44.4640,47.09,43.6456,0.206848,74.4653,5.3190,hold
8.488,2.6429,37.0000,0.19,0.01,2.6472,37.0606,44.4640,47.13,43.7538,0.206848,74.4653,5.3190,hold
8.501,2.6429,37.0000,0.82,0.06,2.6477,37.0676,44.4468,47.13,43.7621,0.206909,74.4873,5.3205,hold
8.513,2.6429,37.0000,-0.08,-0.01,2.6406,36.9689,44.4468,47.11,43.6455,0.206848,74.4653,5.3190,hold
8.527,2.6429,37.0000,-0.61,-0.04,2.6454,37.0352,44.4468,47.13,43.7238,0.206787,74.4434,5.3174,hold
8.538,2.6429,37.0000,-0.61,-0.04,2.6454,37.0352,44.4468,47.13,43.7238,0.206787,74.4434,5.3174,hold
8.550,2.6429,37.0000,-0.10,-0.01,2.6413,36.9787,44.4468,47.15,43.6572,0.206848,74.4653,5.3190,hold
8.563,2.6429,37.0000,0.92,0.07,2.6399,36.9587,44.4468,47.09,43.6336,0.206970,74.5093,5.3221,hold
8.575,2.6429,37.0000,-0.36,-0.03,2.6345,36.8836,44.4468,47.13,43.5449,0.206848,74.4653,5.3190,hold
8.590,2.6429,37.0000,-0.36,-0.03,2.6345,36.8836,44.4468,47.13,43.5449,0.206848,74.4653,5.3190,hold
8.602,2.6429,37.0000,0.09,0.01,2.6463,37.0475,44.4295,47.13,43.7384,0.206848,74.4653,5.3190,hold
8.613,2.6429,37.0000,0.22,0.02,2.6443,37.0197,44.4295,47.11,43.7055,0.206909,74.4873,5.3205,hold
8.625,2.6429,37.0000,0.42,0.03,2.6421,36.9890,44.4295,47.13,43.6693,0.206909,74.4873,5.3205,hold
8.638,2.6429,37.0000,0.42,0.03,2.6421,36.9890,44.4295,47.13,43.6693,0.206909,74.4873,5.3205,hold
8.650,2.6429,37.0000,0.02,0.00,2.6413,36.9787,44.4295,47.09,43.6572,0.206909,74.4873,5.3205,hold
8.663,2.6429,37.0000,0.00,0.00,2.6355,36.8968,44.4295,47.09,43.5605,0.206848,74.4653,5.3190,hold
8.675,2.6429,37.0000,-0.18,-0.01,2.6535,37.1496,44.4295,47.11,43.8589,0.206909,74.4873,5.3205,hold
8.689,2.6429,37.0000,-0.21,-0.02,2.6413,36.9787,44.4130,47.11,43.6572,0.206909,74.4873,5.3205,hold
8.700,2.6429,37.0000,-0.21,-0.02,2.6413,36.9787,44.4130,47.11,43.6572,0.206909,74.4873,5.3205,hold
8.713,2.6429,37.0000,-0.34,-0.02,2.6465,37.0506,44.4130,47.09,43.7420,0.206848,74.4653,5.3190,hold
8.725,2.6429,37.0000,0.31,0.02,2.6421,36.9890,44.4130,47.11,43.6693,0.206909,74.4873,5.3205,hold
8.738,2.6429,37.0000,-0.42,-0.03,2.6431,37.0034,44.4130,47.11,43.6863,0.206848,74.4653,5.3190,hold
8.752,2.6429,37.0000,-0.42,-0.03,2.6431,37.0034,44.4130,47.11,43.6863,0.206848,74.4653,5.3190,hold
8.763,2.6429,37.0000,0.78,0.06,2.6437,37.0111,44.4130,47.11,43.6954,0.206970,74.5093,5.3221,hold
8.775,2.6429,37.0000,0.14,0.01,2.6484,37.0782,44.4130,47.13,43.7745,0.206909,74.4873,5.3205,hold
8.789,2.6429,37.0000,-0.09,-0.01,2.6423,36.9926,44.3974,47.13,43.6735,0.206909,74.4873,5.3205,hold
8.801,2.6429,37.0000,-0.09,-0.01,2.6423,36.9926,44.3974,47.13,43.6735,0.206909,74.4873,5.3205,hold
8.813,2.6429,37.0000,0.31,0.02,2.6482,37.0748,44.3974,47.09,43.7705,0.206970,74.5093,5.3221,hold
8.825,2.6429,37.0000,0.88,0.06,2.6439,37.0151,44.3974,47.11,43.7001,0.206970,74.5093,5.3221,hold
8.838,2.6429,37.0000,-0.25,-0.02,2.6370,36.9175,44.3974,47.07,43.5807,0.206909,74.4873,5.3205,hold
8.851,2.6429,37.0000,-0.93,-0.07,2.6389,36.9445,44.3974,47.09,43.6167,0.206848,74.4653,5.3190,hold
8.863,2.6429,37.0000,-0.93,-0.07,2.6389,36.9445,44.3974,47.09,43.6167,0.206848,74.4653,5.3190,hold
8.876,2.6429,37.0000,-0.51,-0.04,2.6394,36.9511,44.3825,47.11,43.6246,0.206848,74.4653,5.3190,hold
8.888,2.6429,37.0000,0.45,0.03,2.6439,37.0151,44.3825,47.11,43.7001,0.206970,74.5093,5.3221,hold
8.900,2.6429,37.0000,0.35,0.03,2.6378,36.9289,44.3825,47.09,43.5983,0.206970,74.5093,5.3221,hold
8.913,2.6429,37.0000,0.35,0.03,2.6378,36.9289,44.3825,47.09,43.5983,0.206970,74.5093,5.3221,hold
8.925,2.6429,37.0000,-0.53,-0.04,2.6455,37.0371,44.3825,47.09,43.7662,0.206909,74.4873,5.3205,hold
8.938,2.6429,37.0000,0.40,0.03,2.6455,37.0373,44.3825,47.09,43.7263,0.206970,74.5093,5.3221,hold
8.950,2.6429,37.0000,-0.10,-0.01,2.6402,36.9625,44.3825,47.09,43.6379,0.206970,74.5093,5.3221,hold
8.964,2.6429,37.0000,0.73,0.05,2.6501,37.1015,44.3718,47.11,43.8021,0.206970,74.5093,5.3221,hold
8.975,2.6429,37.0000,0.73,0.05,2.6501,37.1015,44.3718,47.11,43.8021,0.206970,74.5093,5.3221,hold
8.988,2.6429,37.0000,0.02,0.00,2.6399,36.9587,44.3718,47.09,43.6335,0.206970,74.5093,5.3221,hold
9.000,2.6429,37.0000,0.11,0.01,2.6469,37.0561,44.3718,47.11,43.7486,0.206970,74.5093,5.3221,hold
9.013,2.6429,37.0000,-1.22,-0.09,2.6323,36.8525,44.3718,47.11,43.5082,0.206848,74.4653,5.3190,hold
9.025,2.6429,37.0000,-1.22,-0.09,2.6323,36.8525,44.3718,47.11,43.5082,0.206848,74.4653,5.3190,hold
9.038,2.6429,37.0000,-0.20,-0.01,2.6468,37.0557,44.3718,47.11,43.7480,0.206970,74.5093,5.3221,hold
9.050,2.6429,37.0000,-0.69,-0.05,2.6453,37.0336,44.3718,47.09,43.7219,0.206909,74.4873,5.3205,hold
9.064,2.6429,37.0000,-0.03,-0.00,2.6458,37.0410,44.3595,47.09,43.7306,0.206970,74.5093,5.3221,hold
9.075,2.6429,37.0000,0.12,0.01,2.6426,36.9960,44.3595,47.09,43.6776,0.206970,74.5093,5.3221,hold
9.089,2.6429,37.0000,0.12,0.01,2.6426,36.9960,44.3595,47.09,43.6776,0.206970,74.5093,5.3221,hold
9.100,2.6429,37.0000,0.39,0.03,2.6517,37.1232,44.3595,47.09,43.8277,0.206970,74.5093,5.3221,hold
9.113,2.6429,37.0000,-0.04,-0.00,2.6463,37.0484,44.3595,47.13,43.7394,0.206970,74.5093,5.3221,hold
9.125,2.6429,37.0000,0.17,0.01,2.6407,36.9700,44.3595,47.09,43.6469,0.206970,74.5093,5.3221,hold
9.138,2.6429,37.0000,0.17,0.01,2.6407,36.9700,44.3595,47.09,43.6469,0.206970,74.5093,5.3221,hold
9.151,2.6429,37.0000,-0.59,-0.04,2.6370,36.9176,44.3485,47.11,43.5850,0.206970,74.5093,5.3221,hold
9.163,2.6429,37.0000,-0.01,-0.00,2.6375,36.9248,44.3485,47.07,43.5935,0.206970,74.5093,5.3221,hold
9.175,2.6429,37.0000,0.48,0.03,2.6351,36.8911,44.3485,47.11,43.5537,0.207031,74.5312,5.3237,hold
9.188,2.6429,37.0000,-0.55,-0.04,2.6375,36.9249,44.3485,47.11,43.5936,0.206970,74.5093,5.3221,hold
9.200,2.6429,37.0000,-0.55,-0.04,2.6375,36.9249,44.3485,47.11,43.5936,0.206970,74.5093,5.3221,hold
9.213,2.6429,37.0000,-0.32,-0.02,2.6458,37.0410,44.3485,47.13,43.7306,0.206970,74.5093,5.3221,hold
9.225,2.6429,37.0000,0.48,0.03,2.6466,37.0523,44.3485,47.13,43.7440,0.206970,74.5093,5.3221,hold
9.238,2.6429,37.0000,-0.27,-0.02,2.6413,36.9778,44.3485,47.09,43.6560,0.206970,74.5093,5.3221,hold
9.252,2.6429,37.0000,0.84,0.06,2.6454,37.0353,44.3333,47.07,43.7240,0.207092,74.5532,5.3252,hold
9.263,2.6429,37.0000,0.84,0.06,2.6454,37.0353,44.3333,47.07,43.7240,0.207092,74.5532,5.3252,hold
9.275,2.6429,37.0000,0.01,0.00,2.6351,36.8913,44.3333,47.11,43.5540,0.206970,74.5093,5.3221,hold
9.288,2.6429,37.0000,-0.92,-0.07,2.6431,37.0035,44.3333,47.11,43.6864,0.206970,74.5093,5.3221,hold
9.300,2.6429,37.0000,0.50,0.04,2.6445,37.0229,44.3333,47.13,43.7093,0.207031,74.5312,5.3237,hold
9.313,2.6429,37.0000,0.50,0.04,2.6445,37.0229,44.3333,47.13,43.7093,0.207031,74.5312,5.3237,hold
9.325,2.6429,37.0000,-0.13,-0.01,2.6380,36.9324,44.3333,47.11,43.6024,0.207031,74.5312,5.3237,hold
9.339,2.6429,37.0000,-0.11,-0.01,2.6362,36.9073,44.3162,47.09,43.5728,0.207031,74.5312,5.3237,hold
9.350,2.6429,37.0000,-0.47,-0.03,2.6442,37.0190,44.3162,47.09,43.7046,0.206970,74.5093,5.3221,hold
9.363,2.6429,37.0000,-0.03,-0.00,2.6549,37.1682,44.3162,47.09,43.8809,0.206970,74.5093,5.3221,hold
9.376,2.6429,37.0000,-0.03,-0.00,2.6549,37.1682,44.3162,47.09,43.8809,0.206970,74.5093,5.3221,hold
9.388,2.6429,37.0000,1.18,0.08,2.6469,37.0570,44.3162,47.11,43.7496,0.207092,74.5532,5.3252,hold
9.400,2.6429,37.0000,0.08,0.01,2.6401,36.9609,44.3162,47.07,43.6361,0.207031,74.5312,5.3237,hold
9.413,2.6429,37.0000,0.50,0.04,2.6407,36.9696,44.3162,47.09,43.6464,0.207092,74.5532,5.3252,hold
9.428,2.6429,37.0000,0.50,0.04,2.6407,36.9696,44.3038,47.09,43.6464,0.207092,74.5532,5.3252,hold
9.438,2.6429,37.0000,-0.33,-0.02,2.6348,36.8875,44.3038,47.13,43.5495,0.206970,74.5093,5.3221,hold
9.450,2.6429,37.0000,-0.05,-0.00,2.6427,36.9982,44.3038,47.11,43.6801,0.207031,74.5312,5.3237,hold
9.463,2.6429,37.0000,-0.65,-0.05,2.6380,36.9327,44.3038,47.13,43.6028,0.206970,74.5093,5.3221,hold
9.475,2.6429,37.0000,0.37,0.03,2.6374,36.9240,44.3038,47.09,43.5926,0.207092,74.5532,5.3252,hold
9.488,2.6429,37.0000,0.37,0.03,2.6374,36.9240,44.3038,47.09,43.5926,0.207092,74.5532,5.3252,hold
9.500,2.6429,37.0000,-0.31,-0.02,2.6368,36.9156,44.3038,47.09,43.5826,0.207031,74.5312,5.3237,hold
9.513,2.6429,37.0000,0.32,0.02,2.6493,37.0895,44.3038,47.09,43.7879,0.207092,74.5532,5.3252,hold
9.526,2.6429,37.0000,0.09,0.01,2.6389,36.9443,44.2916,47.09,43.6165,0.207031,74.5312,5.3237,hold
9.538,2.6429,37.0000,0.09,0.01,2.6389,36.9443,44.2916,47.09,43.6165,0.207031,74.5312,5.3237,hold
9.550,2.6429,37.0000,0.45,0.03,2.6442,37.0184,44.2916,47.09,43.7040,0.207092,74.5532,5.3252,hold
9.563,2.6429,37.0000,-0.06,-0.00,2.6421,36.9898,44.2916,47.09,43.6702,0.207031,74.5312,5.3237,hold
9.575,2.6429,37.0000,0.06,0.00,2.6436,37.0111,44.2916,47.07,43.6953,0.207092,74.5532,5.3252,hold
9.588,2.6429,37.0000,-0.36,-0.03,2.6416,36.9818,44.2916,47.11,43.6025,0.207031,74.5312,5.3237,hold
9.602,2.6429,37.0000,-0.36,-0.03,2.6416,36.9818,44.2916,47.11,43.6025,0.207031,74.5312,5.3237,hold
9.614,2.6429,37.0000,0.06,0.00,2.6454,37.0354,44.2788,47.13,43.7240,0.207031,74.5312,5.3237,hold
9.625,2.6429,37.0000,0.48,0.03,2.6486,37.0809,44.2788,47.07,43.7778,0.207092,74.5532,5.3252,hold
9.638,2.6429,37.0000,-0.38,-0.03,2.6433,37.0066,44.2788,47.07,43.6900,0.207031,74.5312,5.3237,hold
9.650,2.6429,37.0000,-0.38,-0.03,2.6433,37.0066,44.2788,47.07,43.6900,0.207031,74.5312,5.3237,hold
9.663,2.6429,37.0000,-0.01,-0.00,2.6449,37.0284,44.2788,47.11,43.7158,0.207092,74.5532,5.3252,hold
9.675,2.6429,37.0000,0.05,0.00,2.6451,37.0312,44.2788,47.09,43.7191,0.207031,74.5312,5.3237,hold
9.688,2.6429,37.0000,0.20,0.01,2.6427,36.9982,44.2788,47.09,43.6802,0.207092,74.5532,5.3252,hold
9.700,2.6429,37.0000,0.27,0.02,2.6437,37.0111,44.2788,47.07,43.6954,0.207092,74.5532,5.3252,hold
9.717,2.6429,37.0000,0.27,0.02,2.6437,37.0111,44.2660,47.07,43.6954,0.207092,74.5532,5.3252,hold
9.725,2.6429,37.0000,0.06,0.00,2.6472,37.0614,44.2660,47.09,43.7547,0.207092,74.5532,5.3252,hold
9.738,2.6429,37.0000,0.22,0.02,2.6457,37.0394,44.2660,47.09,43.7288,0.207092,74.5532,5.3252,hold
9.750,2.6429,37.0000,-0.54,-0.04,2.6356,36.8990,44.2660,47.09,43.5630,0.207031,74.5312,5.3237,hold
9.763,2.6429,37.0000,-0.54,-0.04,2.6356,36.8990,44.2660,47.09,43.5630,0.207031,74.5312,5.3237,hold
9.775,2.6429,37.0000,0.03,0.00,2.6413,36.9785,44.2660,47.09,43.6569,0.207092,74.5532,5.3252,hold
9.788,2.6429,37.0000,-0.12,-0.01,2.6292,36.8085,44.2660,47.11,43.4562,0.207092,74.5532,5.3252,hold
9.801,2.6429,37.0000,0.39,0.03,2.6430,37.0019,44.2541,47.09,43.6845,0.207092,74.5532,5.3252,hold
9.813,2.6429,37.0000,0.03,0.00,2.6404,36.9654,44.2541,47.09,43.6414,0.207092,74.5532,5.3252,hold
9.825,2.6429,37.0000,0.03,0.00,2.6404,36.9654,44.2541,47.09,43.6414,0.207092,74.5532,5.3252,hold
9.838,2.6429,37.0000,-0.42,-0.03,2.6489,37.0851,44.2541,47.09,43.7828,0.207092,74.5532,5.3252,hold
9.850,2.6429,37.0000,0.11,0.01,2.6443,37.0200,44.2541,47.13,43.7059,0.207092,74.5532,5.3252,hold
9.863,2.6429,37.0000,-0.04,-0.00,2.6446,37.0245,44.2541,47.09,43.7111,0.207092,74.5532,5.3252,hold
9.875,2.6429,37.0000,-0.04,-0.00,2.6446,37.0245,44.2541,47.09,43.7111,0.207092,74.5532,5.3252,hold
9.889,2.6429,37.0000,-0.43,-0.03,2.6354,36.8956,44.2420,47.07,43.5590,0.207092,74.5532,5.3252,hold
9.900,2.6429,37.0000,-0.28,-0.02,2.6342,36.8784,44.2420,47.09,43.5387,0.207092,74.5532,5.3252,hold
9.913,2.6429,37.0000,0.30,0.02,2.6360,36.9047,44.2420,47.09,43.5697,0.207092,74.5532,5.3252,hold
9.925,2.6429,37.0000,0.42,0.03,2.6446,37.0246,44.2420,47.11,43.7113,0.207092,74.5532,5.3252,hold
9.938,2.6429,37.0000,0.42,0.03,2.6446,37.0246,44.2420,47.11,43.7113,0.207092,74.5532,5.3252,hold
9.950,2.6429,37.0000,-0.15,-0.01,2.6354,36.8957,44.2420,47.09,43.5591,0.207092,74.5532,5.3252,hold
9.963,2.6429,37.0000,-0.36,-0.03,2.6466,37.0525,44.2420,47.07,43.7442,0.207092,74.5532,5.3252,hold
9.975,2.6429,37.0000,0.76,0.05,2.6449,37.0291,44.2420,47.07,43.7166,0.207153,74.5752,5.3268,hold
9.992,2.6429,37.0000,0.76,0.05,2.6449,37.0291,44.2281,47.07,43.7166,0.207153,74.5752,5.3268,hold
10.000,2.6429,37.0000,-0.45,-0.03,2.6466,37.0525,44.2281,47.11,43.7443,0.207092,74.5532,5.3252,hold
10.013,2.6429,37.0000,-0.52,-0.04,2.6401,36.9611,44.2281,47.11,43.6028,0.207092,74.5532,5.3252,hold
10.025,2.6429,37.0000,-0.39,-0.03,2.6407,36.9697,44.2281,47.09,43.6465,0.207092,74.5532,5.3252,hold
10.040,2.6429,37.0000,-0.51,-0.04,2.6451,37.0311,44.2281,47.09,43.7190,0.207092,74.5532,5.3252,hold
10.050,2.6429,37.0000,-0.51,-0.04,2.6451,37.0311,44.2281,47.09,43.7190,0.207092,74.5532,5.3252,hold
10.063,2.6429,37.0000,0.27,0.02,2.6446,37.0246,44.2281,47.07,43.7113,0.207092,74.5532,5.3252,hold
10.076,2.6429,37.0000,0.27,0.02,2.6426,36.9969,44.2161,47.07,43.6786,0.207153,74.5752,5.3268,hold
10.088,2.6429,37.0000,-0.07,-0.00,2.6410,36.9740,44.2161,47.09,43.6515,0.207092,74.5532,5.3252,hold
10.100,2.6429,37.0000,-0.07,-0.00,2.6410,36.9740,44.2161,47.09,43.6515,0.207092,74.5532,5.3252,hold
10.113,2.6429,37.0000,0.48,0.03,2.6449,37.0291,44.2161,47.09,43.7167,0.207153,74.5752,5.3268,hold
10.125,2.6429,37.0000,0.22,0.02,2.6367,36.9139,44.2161,47.09,43.5806,0.207153,74.5752,5.3268,hold
10.138,2.6429,37.0000,0.34,0.02,2.6420,36.9876,44.2161,47.07,43.6677,0.207092,74.5532,5.3252,hold
10.151,2.6429,37.0000,0.34,0.02,2.6420,36.9876,44.2161,47.07,43.6677,0.207092,74.5532,5.3252,hold
10.164,2.6429,37.0000,-0.57,-0.04,2.6381,36.9327,44.2016,47.07,43.6028,0.207092,74.5532,5.3252,hold
10.175,2.6429,37.0000,0.48,0.03,2.6377,36.9281,44.2016,47.09,43.5973,0.207153,74.5752,5.3268,hold
10.188,2.6429,37.0000,0.57,0.04,2.6453,37.0338,44.2016,47.07,43.7221,0.207153,74.5752,5.3268,hold
10.202,2.6429,37.0000,-0.17,-0.01,2.6351,36.8911,44.2016,47.09,43.5537,0.207092,74.5532,5.3252,hold
10.213,2.6429,37.0000,-0.17,-0.01,2.6351,36.8911,44.2016,47.09,43.5537,0.207092,74.5532,5.3252,hold
10.225,2.6429,37.0000,0.15,0.01,2.6403,36.9648,44.2016,47.09,43.6407,0.207153,74.5752,5.3268,hold
10.238,2.6429,37.0000,-0.08,-0.01,2.6476,37.0660,44.2016,47.07,43.7602,0.207092,74.5532,5.3252,hold
10.251,2.6429,37.0000,0.58,0.04,2.6456,37.0383,44.2016,47.07,43.7275,0.207214,74.5972,5.3284,hold
10.264,2.6429,37.0000,0.58,0.04,2.6456,37.0383,44.1887,47.07,43.7275,0.207214,74.5972,5.3284,hold
10.275,2.6429,37.0000,-0.06,-0.00,2.6416,36.9831,44.1887,47.06,43.6623,0.207092,74.5532,5.3252,hold
10.288,2.6429,37.0000,-0.10,-0.01,2.6367,36.9138,44.1887,47.09,43.5805,0.207092,74.5532,5.3252,hold
10.300,2.6429,37.0000,-0.09,-0.01,2.6354,36.8954,44.1887,47.07,43.5588,0.207153,74.5752,5.3268,hold
10.313,2.6429,37.0000,-0.09,-0.01,2.6354,36.8954,44.1887,47.07,43.5588,0.207153,74.5752,5.3268,hold
10.325,2.6429,37.0000,-0.26,-0.02,2.6374,36.9230,44.1887,47.09,43.5914,0.207153,74.5752,5.3268,hold
10.338,2.6429,37.0000,-0.35,-0.02,2.6486,37.0799,44.1887,47.07,43.7766,0.207153,74.5752,5.3268,hold
10.351,2.6429,37.0000,-0.01,-0.00,2.6341,36.8770,44.1770,47.09,43.5371,0.207153,74.5752,5.3268,hold
10.364,2.6429,37.0000,-0.01,-0.00,2.6341,36.8770,44.1770,47.09,43.5371,0.207153,74.5752,5.3268,hold
10.375,2.6429,37.0000,0.45,0.03,2.6433,37.0063,44.1770,47.07,43.6897,0.207214,74.5972,5.3284,hold
10.388,2.6429,37.0000,-0.08,-0.01,2.6400,36.9601,44.1770,47.07,43.5750,0.207153,74.5752,5.3268,hold
10.400,2.6429,37.0000,-0.33,-0.02,2.6400,36.9601,44.1770,47.07,43.6352,0.207153,74.5752,5.3268,hold
10.413,2.6429,37.0000,-0.14,-0.01,2.6426,36.9969,44.1770,47.07,43.6786,0.207153,74.5752,5.3268,hold
